,rank,business_name,logo,description,address,location,reviews,category,timezone,price_range,language,is_claimed,extra,identity,opening_hours,status,media,activity,devices,external_id,feature_id,gkg_id,owner,phone,url,appointment,website,address_clean,state_clean,city_clean,zip
14395,17,NuLine Manufacturing Inc.,"['https://lh6.googleusercontent.com/-hNCVY2eeqwA/AAAAAAAAAAI/AAAAAAAAAAA/vpkanYh2QDg/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-hNCVY2eeqwA/AAAAAAAAAAI/AAAAAAAAAAA/vpkanYh2QDg/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '11333 E 55th Ave Unit C', 'postcode': '80239', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.7966404, 'lng': -104.8565}","{'rating': 5, 'count': 1, 'spread': [0, 0, 0, 0, 1]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SuMEFfrBzvAIkOzlNixW0Q&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=281.86462&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-11-01 22:00:00', 'caption': 'NuLine Manufacturing Inc.'}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPWMB54aeMBBz5WfhEsCcwXX9OYsA8L_SZw5MHB=w365-h365-k-no', 'type': 'photo', 'created_at': '2023-03-04 16:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipP5eLwhTp8cDe-5qmQsGj6gdCz-tlmAe_dARgPK=w1024-h681-k-no', 'type': 'photo', 'created_at': '2018-08-02 17:00:00', 'caption': None}], 'count': 3, 'types': ['photo', 'street_view']}","{'min': '2018-08-02 17:00:00', 'max': '2023-03-04 16:00:00'}","['bizbuilder:gmb_onboarding_web', 'bizbuilder:gmb_web', 'launch']",ChIJzyKMi9d6bIcR4yqJicDnRlI,0x876c7ad78b8c22cf:0x5246e7c089892ae3,/g/12610pz1q,"{'external_id': '103576187279639897208', 'url': 'https://www.google.com/maps/contrib/103576187279639897208'}","[{'raw': '+1 303-296-5057', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13032965057', 'local': '(303) 296-5057', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/NuLine+Manufacturing+Inc./@39.7966404,-104.8565,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7ad78b8c22cf:0x5246e7c089892ae3!8m2!3d39.7966404!4d-104.8565",,"{'domain': 'nuline.com', 'platform': None, 'url': 'http://nuline.com/'}",11333 E 55th Ave Unit C,Colorado,Denver,80239
6992,8,Acme Manufacturing Company,"['https://lh5.googleusercontent.com/-BQsQRONysrY/AAAAAAAAAAI/AAAAAAAAAAA/nGfrT4yo9Lw/s400-p-k-no-ns-nd/photo.jpg', 'https://lh5.googleusercontent.com/-BQsQRONysrY/AAAAAAAAAAI/AAAAAAAAAAA/nGfrT4yo9Lw/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '4661 Monaco St', 'postcode': '80216', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.7811727, 'lng': -104.9133288}","{'rating': 3, 'count': 22, 'spread': [9, 1, 0, 4, 8]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipMaLlaNmLO9Tkamyd8VZF0gNwitwd1NmE_NxCUJ=w1024-h768-k-no', 'type': 'photo', 'created_at': '2021-04-02 18:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMVhsludUYAzoWszjxMIeLFeEMdwN14cSv5s32M=w1024-h768-k-no', 'type': 'photo', 'created_at': '2021-04-02 17:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPiJrUGp7L83HokhdCnsx1Do1RJ8xghJ1ii2rjS=w1024-h768-k-no', 'type': 'photo', 'created_at': '2019-03-18 14:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipO68uAyvovpasgSk27MKzrdys2qE70vfZF9VzMq=w1024-h682-k-no', 'type': 'photo', 'created_at': '2018-09-27 17:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2018-09-27 17:00:00', 'max': '2021-04-02 18:00:00'}","['bizbuilder:merchant_panel_action_bar', 'photos:gmm_ios', 'photos:gmm_ios_review_post']",ChIJ58qDRbZ7bIcR_-EjVMGCI8Y,0x876c7bb64583cae7:0xc62382c15423e1ff,/g/1tgnmknm,"{'external_id': '114606841148362864572', 'url': 'https://www.google.com/maps/contrib/114606841148362864572'}","[{'raw': '+1 800-321-1115', 'area_code': None, 'type': 'TOLL_FREE', 'country': 'US', 'country_code': '1', 'number': '+18003211115', 'local': '(800) 321-1115', 'location': None, 'carrier': None, 'exchange': None, 'company': None, 'adm1': None}]","https://www.google.com/maps/place/Acme+Manufacturing+Company/@39.7811727,-104.9133288,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7bb64583cae7:0xc62382c15423e1ff!8m2!3d39.7811727!4d-104.9133288",,"{'domain': 'acmemfgco.com', 'platform': None, 'url': 'http://www.acmemfgco.com/'}",4661 Monaco St,Colorado,Denver,80216
57932,68,"Copeland Precast, Inc.","['https://lh6.googleusercontent.com/-RHPKbHGiQKQ/AAAAAAAAAAI/AAAAAAAAAAA/-5dgojdo2mE/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-RHPKbHGiQKQ/AAAAAAAAAAI/AAAAAAAAAAA/-5dgojdo2mE/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '904 S Lipan St', 'postcode': '80223', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.6993345, 'lng': -105.0013589}","{'rating': 4.8, 'count': 88, 'spread': [2, 0, 1, 6, 79]}","{'items': ['Manufacturer', 'Concrete contractor', 'Concrete factory', 'Concrete product supplier'], 'primary': None}",America/Denver,0.0,,True,"{'service_options': ['On-site services'], 'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'amenities': ['Gender-neutral toilets']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipM6FfMC4zrM9Zs8S7vugpEzazIC9fbK7n7gQJHZ=w1024-h768-k-no', 'type': 'photo', 'created_at': '2022-10-10 19:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPLSXIAuZ99p3JXG8GgInLuYyUdyeHKWFiFR4Lb=w1024-h1536-k-no', 'type': 'photo', 'created_at': '2022-10-10 19:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNPxon5PoY8n_ybn_YWhY00GdskB52YKByAvbjT=w1024-h768-k-no', 'type': 'photo', 'created_at': '2019-01-09 04:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipN4A-cc0SxsDh-ebPsheesyV9YrGji1TrP_IxlR=w1024-h576-k-no', 'type': 'photo', 'created_at': '2014-07-20 13:00:00', 'caption': None}], 'count': 65, 'types': ['photo']}","{'min': '2014-07-20 13:00:00', 'max': '2022-10-10 19:00:00'}","['bizbuilder', 'bizbuilder:gmb_web', 'photos:gmm_android']",ChIJtzKxEwl_bIcRd10OQWs86E4,0x876c7f0913b132b7:0x4ee83c6b410e5d77,/g/1vzqsrjr,"{'external_id': '108763983850904348023', 'url': 'https://www.google.com/maps/contrib/108763983850904348023'}","[{'raw': '+1 303-936-4817', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13039364817', 'local': '(303) 936-4817', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Copeland+Precast%2C+Inc./@39.6993345,-105.0013589,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7f0913b132b7:0x4ee83c6b410e5d77!8m2!3d39.6993345!4d-105.0013589",,"{'domain': 'copelandprecast.com', 'platform': None, 'url': 'http://copelandprecast.com/'}",904 S Lipan St,Colorado,Denver,80223
53432,64,Pro Cabinet Solutions,"['https://lh4.googleusercontent.com/-fYJGD3pj1j4/AAAAAAAAAAI/AAAAAAAAAAA/rh6M0Nn5gfo/s400-p-k-no-ns-nd/photo.jpg', 'https://lh4.googleusercontent.com/-fYJGD3pj1j4/AAAAAAAAAAI/AAAAAAAAAAA/rh6M0Nn5gfo/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '1367 N Harlan St', 'postcode': '80214', 'city': 'Lakewood', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.737792899999995, 'lng': -105.0628814}","{'rating': 3.7, 'count': 3, 'spread': [1, 0, 0, 0, 2]}","{'items': ['Cabinet maker', 'Floor refinishing service'], 'primary': None}",America/Denver,0.0,,True,"{'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mOM1kRJiQbvqIToZ50GhXA&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=282.39224&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-11-01 06:00:00', 'caption': 'Pro Cabinet Solutions'}], 'count': 0, 'types': ['street_view']}","{'min': None, 'max': None}",['launch'],ChIJr9RQuTCHa4cRmawI9Mek778,0x876b8730b950d4af:0xbfefa4c7f408ac99,/g/1tds75dt,"{'external_id': '117174553752763271241', 'url': 'https://www.google.com/maps/contrib/117174553752763271241'}","[{'raw': '+1 303-298-9274', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13032989274', 'local': '(303) 298-9274', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Pro+Cabinet+Solutions/@39.737792899999995,-105.0628814,17z/data=!3m1!4b1!4m5!3m4!1s0x876b8730b950d4af:0xbfefa4c7f408ac99!8m2!3d39.737792899999995!4d-105.0628814",,"{'domain': 'procabinetsolutions.com', 'platform': None, 'url': 'http://www.procabinetsolutions.com/'}",1367 N Harlan St,Colorado,Lakewood,80214
70833,80,Metal Roofing Solutions,,,"{'street': '6225 W 48th Ave', 'postcode': '80033', 'city': 'Wheat Ridge', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.7843242, 'lng': -105.0656683}","{'rating': 5, 'count': 6, 'spread': [0, 0, 0, 0, 6]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,False,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OHbJiR62Zf75g9DLhk24rw&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=98.517426&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-11-01 15:00:00', 'caption': 'Metal Roofing Solutions'}], 'count': 0, 'types': ['street_view']}","{'min': None, 'max': None}",['launch'],ChIJ28oQlrmHa4cR8rUmEnr9mes,0x876b87b99610cadb:0xeb99fd7a1226b5f2,/g/11fm6fhxxt,,"[{'raw': '+1 303-396-6150', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13033966150', 'local': '(303) 396-6150', 'location': 'Colorado', 'carrier': None, 'exchange': 'DENVER', 'company': 'LIVE WIRE NETWORKS, INC. - CO', 'adm1': 'CO'}]","https://www.google.com/maps/place/Metal+Roofing+Solutions/@39.7843242,-105.0656683,17z/data=!3m1!4b1!4m5!3m4!1s0x876b87b99610cadb:0xeb99fd7a1226b5f2!8m2!3d39.7843242!4d-105.0656683",,"{'domain': 'metalroofingsolutions.net', 'platform': None, 'url': 'http://metalroofingsolutions.net/'}",6225 W 48th Ave,Colorado,Wheat Ridge,80033
72249,83,R & M Sales Co Inc,,,"{'street': '2737 W 2nd Ave', 'postcode': '80219', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.720652099999995, 'lng': -105.0214481}","{'rating': 4.7, 'count': 16, 'spread': [1, 0, 0, 1, 14]}","{'items': ['Safety equipment supplier'], 'primary': None}",America/Denver,0.0,,False,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uZkYccbDoff7Pa5EFDYZQw&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=346.2376&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-11-01 18:00:00', 'caption': 'R & M Sales Co Inc'}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPO02OYm5WUUfew5DJqBZT9zE-mTcUd1brIq0ZM=w1024-h576-k-no', 'type': 'photo', 'created_at': '2016-11-01 18:00:00', 'caption': None}], 'count': 2, 'types': ['photo', 'street_view']}","{'min': '2016-11-01 18:00:00', 'max': '2016-11-01 18:00:00'}","['launch', 'photos:gmm_android']",ChIJFVyJL1t_bIcRiWArCp_R5gw,0x876c7f5b2f895c15:0xce6d19f0a2b6089,/g/1tg8k6lx,,"[{'raw': '+1 303-937-0574', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13039370574', 'local': '(303) 937-0574', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/R+%26+M+Sales+Co+Inc/@39.720652099999995,-105.0214481,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7f5b2f895c15:0xce6d19f0a2b6089!8m2!3d39.720652099999995!4d-105.0214481",,"{'domain': 'r-and-msales.com', 'platform': None, 'url': 'https://r-and-msales.com/'}",2737 W 2nd Ave,Colorado,Denver,80219
56349,67,Integrity Fire Safety Services,"['https://lh4.googleusercontent.com/-T1Wb5YXF8Po/AAAAAAAAAAI/AAAAAAAAAAA/7KB4XuEmp6A/s400-p-k-no-ns-nd/photo.jpg', 'https://lh4.googleusercontent.com/-T1Wb5YXF8Po/AAAAAAAAAAI/AAAAAAAAAAA/7KB4XuEmp6A/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '2695 W 3rd Ave', 'postcode': '80219', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.721359199999995, 'lng': -105.0201568}","{'rating': 4, 'count': 46, 'spread': [11, 0, 1, 2, 32]}","{'items': ['Fire protection service', 'Fire alarm supplier', 'Fire protection consultant', 'Fire protection equipment supplier', 'Fire protection system supplier'], 'primary': None}",America/Denver,0.0,,True,"{'service_options': ['Online estimates', 'On-site services'], 'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'planning': ['Appointment required']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipObTCNxPTZvCkDLWSKQwNutwJ-gbt3bQwu-Lmnr=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2024-08-22 20:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNyqsNRdFPa5XTPXH4zBFl4hw7muOrZHdZNelXF=w360-h360-k-no', 'type': 'photo', 'created_at': '2021-11-09 14:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipOwyd3Xwpwyr2KILAaVWJOl8VdC8_3HsUz3ghIO=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2021-01-28 16:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNL9QaocfnFdqIu2GaHOdBx_myqPd9N9PLHunYp=w1024-h683-k-no', 'type': 'photo', 'created_at': '2018-09-19 13:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2018-09-19 13:00:00', 'max': '2024-08-22 20:00:00'}","['bizbuilder', 'bizbuilder:gmb_web', 'photos:local_universal_mobile_review_post']",ChIJvcZhiNl4bIcRhKE0gEfRCu4,0x876c78d98861c6bd:0xee0ad1478034a184,/g/11f3sj6_yk,"{'external_id': '106441330658771901872', 'url': 'https://www.google.com/maps/contrib/106441330658771901872'}","[{'raw': '+1 303-557-1820', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13035571820', 'local': '(303) 557-1820', 'location': 'Colorado', 'carrier': None, 'exchange': 'DENVER', 'company': 'GLOBAL CROSSING LOCAL SERVICES, INC. - CO', 'adm1': 'CO'}]","https://www.google.com/maps/place/Integrity+Fire+Safety+Services/@39.721359199999995,-105.0201568,17z/data=!3m1!4b1!4m5!3m4!1s0x876c78d98861c6bd:0xee0ad1478034a184!8m2!3d39.721359199999995!4d-105.0201568",,"{'domain': 'integrityfiresafetyservices.com', 'platform': None, 'url': 'https://www.integrityfiresafetyservices.com/'}",2695 W 3rd Ave,Colorado,Denver,80219
37570,48,Paramount Fabrics Inc,"['https://lh6.googleusercontent.com/-_1P67LvIX-g/AAAAAAAAAAI/AAAAAAAAAAA/gtr2-h1h5W4/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-_1P67LvIX-g/AAAAAAAAAAI/AAAAAAAAAAA/gtr2-h1h5W4/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '5570 W 60th Ave', 'postcode': '80003', 'city': 'Arvada', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.805301899999996, 'lng': -105.05790379999999}","{'rating': 5, 'count': 3, 'spread': [0, 0, 0, 0, 3]}","{'items': ['Fabric product manufacturer', 'Wholesaler', 'Window treatment store'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipMdnb0wnGKgwulS5YHwiRDTZIT-TPJcDtMEATS0=w1024-h1279-k-no', 'type': 'photo', 'created_at': '2019-11-01 19:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNPQ7FXadpKnoPLPyxpu8LJftC8yHaKVnOugRm_=w1024-h768-k-no', 'type': 'photo', 'created_at': '2019-02-28 19:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPDeeFFXJw3M4nExwVeYGZNMZpgZf4qf6LtRXES=w1024-h772-k-no', 'type': 'photo', 'created_at': '2019-02-28 19:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPJ_dFn_kP0lsKCqjfAYutRQJDZYS6ExFouXTbW=w1024-h512-k-no-pi0-ya12.999997-ro-0-fo100', 'type': 'street_view', 'created_at': '2018-01-22 20:00:00', 'caption': None}], 'count': 4, 'types': ['photo', 'street_view']}","{'min': '2019-02-28 19:00:00', 'max': '2019-11-01 19:00:00'}","['bizbuilder:gmb_web', 'photos:street_view_publish_api']",ChIJz2CQMYWHa4cRx3Ur_Xhv6FE,0x876b8785319060cf:0x51e86f78fd2b75c7,/g/1vcl47gc,"{'external_id': '105096204303910541555', 'url': 'https://www.google.com/maps/contrib/105096204303910541555'}","[{'raw': '+1 303-455-7577', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13034557577', 'local': '(303) 455-7577', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Paramount+Fabrics+Inc/@39.805301899999996,-105.05790379999999,17z/data=!3m1!4b1!4m5!3m4!1s0x876b8785319060cf:0x51e86f78fd2b75c7!8m2!3d39.805301899999996!4d-105.05790379999999",,"{'domain': 'paramountfabrics.com', 'platform': None, 'url': 'http://www.paramountfabrics.com/'}",5570 W 60th Ave,Colorado,Arvada,80003
32696,43,"Rylind Manufacturing, Inc","['https://lh4.googleusercontent.com/-7jEnJIn9g40/AAAAAAAAAAI/AAAAAAAAAAA/sYsoZVFWgUs/s400-p-k-no-ns-nd/photo.jpg', 'https://lh4.googleusercontent.com/-7jEnJIn9g40/AAAAAAAAAAI/AAAAAAAAAAA/sYsoZVFWgUs/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '2801 Youngfield St', 'postcode': '80401', 'city': 'Golden', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.756693, 'lng': -105.1429819}",,"{'items': ['Manufacturer'], 'primary': None}",America/Denver,,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Credit cards', 'Debit cards']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipNl7INp8jesiCoZu6GmU0FXgJWRPitiLOBXheh_=w1024-h768-k-no', 'type': 'photo', 'created_at': '2018-05-01 18:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipO8z9gYjg1way_etyB-_8yEcQClS9qLqjTaVlvW=w1024-h724-k-no', 'type': 'photo', 'created_at': '2015-02-08 12:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipOLJKBatAdey9bilwftgFsfQEDaS4AZ_ksQX-IP=w1024-h577-k-no', 'type': 'photo', 'created_at': '2015-02-08 12:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMZMS0-WCPBQzsfW02QTGBGe8h0ox9PEFcWwX6k=w1024-h680-k-no', 'type': 'photo', 'created_at': '2014-08-14 22:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2014-08-14 22:00:00', 'max': '2018-05-01 18:00:00'}","['bizbuilder', 'bizbuilder:gmb_web']",ChIJSzVkgG9-a4cR3Qd2whiw-PA,0x876b7e6f8064354b:0xf0f8b018c27607dd,/g/1tgdcxd5,"{'external_id': '106825300422089976165', 'url': 'https://www.google.com/maps/contrib/106825300422089976165'}","[{'raw': '+1 303-979-3548', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13039793548', 'local': '(303) 979-3548', 'location': 'Littleton, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Rylind+Manufacturing%2C+Inc/@39.756693,-105.1429819,17z/data=!3m1!4b1!4m5!3m4!1s0x876b7e6f8064354b:0xf0f8b018c27607dd!8m2!3d39.756693!4d-105.1429819",,"{'domain': 'rylind.com', 'platform': None, 'url': 'http://www.rylind.com/'}",2801 Youngfield St,Colorado,Golden,80401
128,1,Unique Manufacturing & Marketing,"['https://lh4.googleusercontent.com/-kCQlrhGkEOo/AAAAAAAAAAI/AAAAAAAAAAA/0rcuDt5Gzaw/s400-p-k-no-ns-nd/photo.jpg', 'https://lh4.googleusercontent.com/-kCQlrhGkEOo/AAAAAAAAAAI/AAAAAAAAAAA/0rcuDt5Gzaw/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '5752 N Lamar St', 'postcode': '80002', 'city': 'Arvada', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.800971499999996, 'lng': -105.0661002}","{'rating': 5, 'count': 12, 'spread': [0, 0, 0, 0, 12]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [], 'count': 4, 'types': []}","{'min': None, 'max': None}",[],ChIJb4h3dtqHa4cRGW_nALho8Ds,0x876b87da7677886f:0x3bf068b800e76f19,/g/1tr9nxj6,"{'external_id': '104103677735788072329', 'url': 'https://www.google.com/maps/contrib/104103677735788072329'}","[{'raw': '+1 800-476-1608', 'area_code': None, 'type': 'TOLL_FREE', 'country': 'US', 'country_code': '1', 'number': '+18004761608', 'local': '(800) 476-1608', 'location': None, 'carrier': None, 'exchange': None, 'company': None, 'adm1': None}]","https://www.google.com/maps/place/Unique+Manufacturing+%26+Marketing/@39.800971499999996,-105.0661002,17z/data=!3m1!4b1!4m5!3m4!1s0x876b87da7677886f:0x3bf068b800e76f19!8m2!3d39.800971499999996!4d-105.0661002",,"{'domain': 'uniquemm.com', 'platform': None, 'url': 'http://uniquemm.com/'}",5752 N Lamar St,Colorado,Arvada,80002
13428,16,Control Design & Manufacturing,,,"{'street': '2626 S Zuni St', 'postcode': '80110', 'city': 'Englewood', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.6689702, 'lng': -105.01546979999999}",,"{'items': ['Manufacturer'], 'primary': None}",America/Denver,,,False,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ya_e9WXpZmO0O9yxA5Gy_g&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=90.52684&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-10-29 14:00:00', 'caption': 'Control Design & Manufacturing'}], 'count': 0, 'types': ['street_view']}","{'min': None, 'max': None}",['launch'],ChIJUwOKEex_bIcRlsVW-XDqilI,0x876c7fec118a0353:0x528aea70f956c596,/g/1tr7jwnr,,"[{'raw': '+1 303-922-7902', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13039227902', 'local': '(303) 922-7902', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Control+Design+%26+Manufacturing/@39.6689702,-105.01546979999999,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7fec118a0353:0x528aea70f956c596!8m2!3d39.6689702!4d-105.01546979999999",,"{'domain': 'controldesignmfg.com', 'platform': None, 'url': 'http://www.controldesignmfg.com/'}",2626 S Zuni St,Colorado,Englewood,80110
